BioGasFermentation:ExpParam,11
 
name,importable
InocToSubRatio,2
ProcessTemp,42
MeasurementType,AMPTSV2
CO2 concentration [%] of flush gas,0
Process temperature [Celsius],45
Mixer on time [min],15
Mixer off time [min],5
Mixer speed adjustment [%],60
Eliminate overestimation,No
timeScale,Day
 
BioGasFermentation:metaData,15,16
 
Row,Layout,Blank,Excluded,Flow Cell nr.,Name,Substrate VS/COD amount [g],Inoculum VS/COD amount [g],Type of unit [VS/COD],Headspace volume [ml],Assumed CH4 content [%],yield,sd_yield,production,sd_production,time_production,sd_time_production
R1,Blank,TRUE,FALSE,1,Blank 1,0,12.44,VS,200,60,2.03999999999996,2.8849956672411,71.6,5.26794551983978,1,0
R2,Blank,TRUE,FALSE,2,Blank 2,0,12.44,VS,200,60,-2.04000000000002,2.8849956672411,79.05,5.26794551983978,1,0
R3,Cellulose,FALSE,FALSE,3,Cellulose,8.22,16.43,VS,200,60,28.9901698468953,NA,182.26,NA,3,NA
R4,S1 ctrl,FALSE,FALSE,4,untr. sub A 1 1,5.59,11.18,VS,200,60,625.882259892205,9.87799079478673,699.8,0.777817459305218,3,0
R5,S1 ctrl,FALSE,FALSE,5,untr. sub A 1 2,5.59,11.18,VS,200,60,611.912671341221,9.87799079478673,700.9,0.777817459305218,3,0
R6,S1 7d,FALSE,FALSE,6,Treatment A - Sub A 1,6.7,13.4,VS,200,60,255.168661515573,9.49000623347673,355.2,6.49124025129251,3,0
R7,S1 7d,FALSE,FALSE,7,Treatment A - Sub A 2,6.7,13.4,VS,200,60,268.589557037961,9.49000623347673,364.38,6.49124025129251,3,0
R8,S1 4d,FALSE,FALSE,8,Treatment B - Sub A 1,3.72,7.43,VS,200,60,1095.30245825122,11.2129647909123,659.32,20.7394418922015,3,0
R9,S1 4d,FALSE,FALSE,9,Treatment B - Sub A 2,3.72,7.43,VS,200,60,1079.4449313695,11.2129647909123,629.99,20.7394418922015,3,0
R10,S2 ctrl,FALSE,FALSE,10,untr. sub B 1 1,6.46,12.94,VS,200,60,77.8018924273043,0.0207972582702038,119.88,0.0494974746830535,1,0
R11,S2 ctrl,FALSE,FALSE,11,untr. sub B 1 2,6.46,12.94,VS,200,60,77.8313041920102,0.0207972582702038,119.81,0.0494974746830535,1,0
R12,S2 4d,FALSE,FALSE,12,Treatment A - Sub B 1,1.94,3.88,VS,200,60,402.727085888554,2.21973211207529,110.78,0.219203102167831,2,0
R13,S2 4d,FALSE,FALSE,13,Treatment A - Sub B 2,1.94,3.88,VS,200,60,399.587910630822,2.21973211207529,111.09,0.219203102167831,2,0
R14,S2 6d,FALSE,FALSE,14,FTreatment B - Sub B 1,5.01,10.02,VS,200,60,103.66261688841,42.3219639534124,110.42,25.5406969364581,7,3.53553390593274
R15,S2 6d,FALSE,FALSE,15,FTreatment B - Sub B 2,5.01,10.02,VS,200,60,163.514912297591,42.3219639534124,146.54,25.5406969364581,2,3.53553390593274
 
BioGasFermentation:BioGasData,735,7
 
Row,reactor,time,product,production,net_product,yield,rel_production
572,12,32,907.21,2.99,759.188311897106,391.334181390261,96.98
573,12,33,910.04,2.83,761.421028938907,392.485066463354,97.28
574,12,34,913.03,2.99,763.782556270096,393.702348592833,97.6
575,12,35,916.59,3.57,766.539421221865,395.123413000961,97.98
576,12,36,919.48,2.83,768.864887459807,396.322106938045,98.29
577,12,37,920.69,1.26,769.724003215434,396.764950111049,98.42
578,12,38,921.94,1.26,770.624678456592,397.229215699274,98.55
579,12,39,923.31,1.31,771.653151125402,397.759356250207,98.7
580,12,40,925.2,1.89,773.104935691318,398.507698809958,98.9
581,12,41,927.03,1.89,774.488922829582,399.221094242053,99.1
582,12,42,928.87,1.84,775.921897106109,399.959740776345,99.29
583,12,43,930.7,1.84,777.530450160772,400.788891835449,99.49
584,12,44,931.96,1.26,778.565884244373,401.322620744522,99.62
585,12,45,932.91,0.94,779.302234726688,401.702182848808,99.73
586,12,46,933.9,0.94,780.077025723473,402.101559651275,99.83
587,12,47,934.85,0.94,780.811816720257,402.48031789704,99.93
588,12,48,935.48,0.94,781.290546623794,402.727085888554,100
589,13,0,0,0,0,0,0
590,13,1,103.75,103.75,80.2563504823151,41.3692528259356,11.16
591,13,2,214.84,111.09,177.203376205788,91.3419464978288,23.12
592,13,3,299.6,84.76,249.166237942122,128.436205124805,32.24
593,13,4,368.32,68.76,304.547958199357,156.983483607916,39.63
594,13,5,442.43,74.06,370.492491961415,190.975511320317,47.6
595,13,6,524.36,81.98,445.554517684887,229.667277157158,56.42
596,13,7,599.89,75.48,513.053167202572,264.460395465243,64.55
597,13,8,640.12,40.23,547.658102893891,282.297991182418,68.88
598,13,9,672.48,32.42,575.576688102894,296.689014486028,72.36
599,13,10,701.59,29.11,600.491672025724,309.531789703981,75.49
600,13,11,729.71,28.11,623.487202572347,321.385155965127,78.51
601,13,12,749.12,19.41,638.36845659164,329.055905459608,80.6
602,13,13,765.17,16.1,651.386816720257,335.766400371267,82.33
603,13,14,781.06,15.89,663.998778135048,342.267411409819,84.04
604,13,15,794.59,13.48,674.621897106109,347.743245930984,85.5
605,13,16,808.28,13.74,685.37538585209,353.286281367057,86.97
606,13,17,818.82,10.54,693.178488745981,357.308499353598,88.1
607,13,18,827.69,8.92,699.358376205788,360.494008353499,89.06
608,13,19,835.08,7.4,704.256318327974,363.018720787616,89.85
609,13,20,840.91,5.82,707.308874598071,364.592203401067,90.48
610,13,21,847.31,6.4,711.759517684887,366.886349322107,91.17
611,13,22,852.92,5.56,715.674356913183,368.904307687208,91.77
612,13,23,858.37,5.45,719.636607717042,370.946705008784,92.36
613,13,24,863.83,5.45,723.775723472669,373.080269831273,92.95
614,13,25,868.92,5.09,727.521446945338,375.011055126463,93.49
615,13,26,873.16,4.25,730.662009646302,376.629901879537,93.95
616,13,27,877.89,4.72,734.166254019293,378.436213412007,94.46
617,13,28,883.34,5.45,738.184646302251,380.507549640335,95.05
618,13,29,887.8,4.46,741.601350482315,382.268737362018,95.53
619,13,30,890.95,3.09,744.130675241158,383.572513010906,95.86
620,13,31,894.15,3.2,746.733392282958,384.914119733484,96.21
621,13,32,897.61,3.46,749.588311897106,386.385727782013,96.58
622,13,33,901.23,3.62,752.611028938907,387.943829349952,96.97
623,13,34,904.48,3.25,755.232556270096,389.295132097988,97.32
624,13,35,908.46,3.99,758.409421221865,390.932691351477,97.75
625,13,36,913.19,4.72,762.574887459807,393.079838896808,98.26
626,13,37,914.6,1.42,763.634003215434,393.625774853317,98.41
627,13,38,916.07,1.42,764.754678456592,394.203442503398,98.57
628,13,39,917.75,1.68,766.093151125402,394.893376868764,98.75
629,13,40,919.9,2.15,767.804935691318,395.775740047071,98.98
630,13,41,922.47,2.57,769.928922829582,396.870578778135,99.26
631,13,42,925.35,2.88,772.401897106109,398.145307786654,99.57
632,13,43,926.4,1,773.230450160772,398.572396990088,99.68
633,13,44,927.4,1,774.005884244373,398.972105280605,99.79
634,13,45,928.4,1,774.792234726688,399.377440580767,99.89
635,13,46,929.39,1,775.567025723473,399.776817383233,100
636,13,47,929.39,1,775.351816720257,399.665884907349,100
637,13,48,929.39,1,775.200546623794,399.587910630822,100
638,14,0,0,0,0,0,0
639,14,1,27.33,27.33,-33.3417443729903,-6.65503879700406,2.98
640,14,2,103.64,76.31,6.44438906752413,1.28630520309863,11.3
641,14,3,160.69,57.05,30.4461093247589,6.07706772949278,17.51
642,14,4,250.69,90,86.000345659164,17.1657376565198,27.32
643,14,5,345.73,95.04,159.953239549839,31.9267943213252,37.68
644,14,6,450.92,105.19,247.406872990354,49.3826093793121,49.14
645,14,7,561.34,110.42,337.086117363344,67.2826581563561,61.18
646,14,8,613.48,52.14,374.699533762058,74.7903261002112,66.86
647,14,9,655.09,41.67,404.839694533762,80.8063262542439,71.4
648,14,10,690.04,34.95,428.956173633441,85.6199947372137,75.21
649,14,11,723.13,33.08,448.812363344051,89.5833060566969,78.81
650,14,12,743.8,20.68,457.786993569132,91.3746494149964,81.06
651,14,13,760.79,16.99,466.947861736334,93.2031660152364,82.92
652,14,14,778.24,17.44,475.932411575563,94.9964893364397,84.82
653,14,15,792.39,14.15,482.575466237942,96.3224483508867,86.36
654,14,16,807.12,14.67,489.722001607717,97.7489025165104,87.97
655,14,17,819.27,12.21,494.804035369775,98.7632805129291,89.29
656,14,18,828.25,8.92,496.836889067524,99.1690397340368,90.27
657,14,19,834.97,6.78,497.121213826367,99.2257911829075,91
658,14,20,841.1,6.07,496.078536977492,99.0176720513956,91.67
659,14,21,847.05,6.01,496.994372990354,99.2004736507692,92.32
660,14,22,852.54,5.49,498.106663987138,99.4224878217841,92.92
661,14,23,857.84,5.3,499.564590032154,99.7134910243821,93.49
662,14,24,862.88,4.98,501.19344051447,100.038610881132,94.04
663,14,25,868.11,5.23,502.951881028939,100.389597011764,94.61
664,14,26,872.7,4.59,504.702612540193,100.7390444192,95.11
665,14,27,877.22,4.52,506.05713022508,101.009407230555,95.61
666,14,28,882.33,5.17,507.470040192926,101.291425188209,96.16
667,14,29,885.69,3.36,508.13575562701,101.424302520361,96.53
668,14,30,888.34,2.65,509.182877813505,101.633308944811,96.82
669,14,31,890.53,2.2,509.830409967846,101.76255687981,97.06
670,14,32,892.92,2.33,510.657805466238,101.927705681884,97.32
671,14,33,895.51,2.65,511.705337620579,102.136793936243,97.6
672,14,34,898.48,2.97,513.052323151125,102.405653323578,97.92
673,14,35,902.1,3.55,514.598247588424,102.714221075534,98.32
674,14,36,903.58,1.49,514.620353697749,102.718633472605,98.48
675,14,37,905.01,1.42,515.144204180064,102.823194447119,98.63
676,14,38,906.43,1.42,515.662081993569,102.926563272169,98.79
677,14,39,907.98,1.55,516.330096463023,103.059899493617,98.96
678,14,40,909.85,1.87,517.068416398714,103.207268742258,99.16
679,14,41,911.66,1.87,517.726599678457,103.338642650391,99.36
680,14,42,913.08,1.42,518.095466237942,103.412268710168,99.51
681,14,43,914.18,1.1,518.623585209003,103.517681678444,99.63
682,14,44,915.34,1.1,519.203649517685,103.633462977582,99.76
683,14,45,916.44,1.1,519.751905144695,103.742895238462,99.88
684,14,46,917.54,1.1,520.296133440514,103.851523640821,100
685,14,47,917.54,1.1,519.740361736334,103.740591164937,100
686,14,48,917.54,1.1,519.349710610932,103.66261688841,100
687,15,0,0,0,0,0,0
688,15,1,131.48,131.48,70.8082556270097,14.1333843566886,10.8
689,15,2,278.02,146.54,180.824389067524,36.0926924286475,22.84
690,15,3,387.28,109.26,257.036109324759,51.3046126396724,31.81
691,15,4,469.85,82.57,305.160345659164,60.9102486345637,38.59
692,15,5,555.91,86,370.133239549839,73.8788901297084,45.66
693,15,6,650.31,94.46,446.796872990354,89.1810125729249,53.42
694,15,7,755.24,104.93,530.986117363344,105.985252966735,62.04
695,15,8,805.25,50.01,566.469533762058,113.067771209992,66.15
696,15,9,843.04,37.8,592.789694533762,118.321296314124,69.25
697,15,10,865.59,22.55,604.506173633441,120.659914896894,71.1
698,15,11,905.65,40.06,631.332363344051,126.014443781248,74.39
699,15,12,931.3,25.65,645.286993569132,128.799799115595,76.5
700,15,13,950.75,19.45,656.907861736334,131.119333679907,78.1
701,15,14,970.78,20.03,668.472411575563,133.427627060991,79.74
702,15,15,988.74,17.96,678.925466237942,135.514065117354,81.22
703,15,16,1014.46,25.72,697.062001607717,139.134132057429,83.33
704,15,17,1037.52,23.07,713.054035369775,142.326154764426,85.22
705,15,18,1056.19,18.67,724.776889067524,144.666045722061,86.76
706,15,19,1069.44,13.25,731.591213826367,146.026190384504,87.85
707,15,20,1079.65,10.21,734.628536977492,146.632442510477,88.68
708,15,21,1089.4,9.82,739.344372990354,147.573727143783,89.49
709,15,22,1098.19,8.72,743.756663987138,148.454423949529,90.21
710,15,23,1107.04,8.85,748.764590032154,149.454009986458,90.93
711,15,24,1115.57,8.59,753.883440514469,150.475736629635,91.64
712,15,25,1123.07,7.49,757.911881028939,151.279816572642,92.25
713,15,26,1129.2,6.14,761.202612540193,151.936649209619,92.76
714,15,27,1135.99,6.78,764.82713022508,152.660105833349,93.31
715,15,28,1143.1,7.11,768.240040192926,153.34132538781,93.9
716,15,29,1148.01,4.91,770.45575562701,153.783583957487,94.3
717,15,30,1151.56,3.49,772.402877813505,154.1722311005,94.59
718,15,31,1153.95,2.39,773.250409967846,154.341399195179,94.79
719,15,32,1156.34,2.39,774.077805466238,154.506547997253,94.98
720,15,33,1158.67,2.33,774.865337620579,154.663740044028,95.18
721,15,34,1160.99,2.33,775.562323151125,154.8028589124,95.37
722,15,35,1164.48,3.49,776.978247588424,155.085478560564,95.65
723,15,36,1167.07,2.58,778.110353697749,155.311447843862,95.87
724,15,37,1168.62,1.55,778.754204180064,155.439960914184,95.99
725,15,38,1170.23,1.55,779.462081993569,155.581253890932,96.13
726,15,39,1172.49,2.26,780.840096463023,155.856306679246,96.31
727,15,40,1176.63,4.14,783.848416398714,156.456769740262,96.65
728,15,41,1181.28,4.65,787.346599678457,157.15500991586,97.03
729,15,42,1188.13,6.85,793.145466237942,158.312468310967,97.6
730,15,43,1194.14,5.94,798.583585209003,159.397921199402,98.09
731,15,44,1200.02,5.88,803.883649517685,160.455818267003,98.57
732,15,45,1205.45,5.49,808.761905144695,161.429521984969,99.02
733,15,46,1209.9,4.39,812.656133440515,162.206813061979,99.38
734,15,47,1214.04,4.14,816.240361736334,162.922227891484,99.72
735,15,48,1217.4,4.33,819.209710610933,163.514912297591,100
